X,system,Cause,Effect,rho_Lmax,p_Z,Kendall_tau,Kendall_p,Convergence,Standardized_linkage_strength,direction,biomasss,trait.effect.abundance.total,Warming_rate,temp_mean
15,AR,Delta.smelt.1,Delta.smelt,0.967445945,8.13E-08,1.000000119,0.000836611,TRUE,0.971639303,trait affects abundance,47.63969951,0.4,0.090107808,13.507913
16,AR,Mississippi.silverside.1,Mississippi.silverside,0.77731356,0.136675629,1.000000119,0.000836611,FALSE,0.780682796,trait affects abundance,35.26638799,0.4,0.090107808,13.507913
17,AR,bluegill.1,bluegill,0.75606597,0.002081358,1,0.000263214,TRUE,0.75934311,trait affects abundance,60.00271743,0.4,0.090107808,13.507913
18,AR,golden.shiner.1,golden.shiner,0.777924305,2.67E-05,1.000000119,0.000836611,TRUE,0.781296189,trait affects abundance,61.89830903,0.4,0.090107808,13.507913
19,AR,American.shad.1,American.shad,0.938609006,1.74E-06,1.000000119,0.000836611,TRUE,0.942677371,trait affects abundance,30.66968442,0.4,0.090107808,13.507913
20,AR,bigscale.logperch.1,bigscale.logperch,0.695118677,0.001610304,1.000000119,0.000836611,TRUE,0.698131642,trait affects abundance,72.36442577,0.4,0.090107808,13.507913
21,AR,prickly.sculpin.1,prickly.sculpin,0.643832039,0.105797524,1.000000119,0.000836611,FALSE,0.646622705,trait affects abundance,34.41145012,0.4,0.090107808,13.507913
22,AR,hitch.1,hitch,0.597659795,0.034225418,1.000000119,0.000836611,TRUE,0.600250329,trait affects abundance,190.3879694,0.4,0.090107808,13.507913
23,AR,fathead.minnow.1,fathead.minnow,0.951244737,0.016791917,1,0.000263214,TRUE,0.955367871,trait affects abundance,8.920136507,0.4,0.090107808,13.507913
24,AR,wakasagi.1,wakasagi,0.914255032,0.010994187,1.000000119,0.000836611,TRUE,0.918217835,trait affects abundance,25.5974857,0.4,0.090107808,13.507913
25,AR,hardhead.1,hardhead,0.785332119,0.371227385,0.944444418,0.000580668,FALSE,0.788736111,trait affects abundance,28.31052281,0.4,0.090107808,13.507913
26,AR,lamprey.unknown.1,lamprey.unknown,0.821798264,0.257149035,1,0.000263214,FALSE,0.825360318,trait affects abundance,112.6529186,0.4,0.090107808,13.507913
27,AR,red.shiner.1,red.shiner,0.995684244,0.000747898,1,0.000263214,TRUE,1,trait affects abundance,4.750335475,0.4,0.090107808,13.507913
28,AR,redear.sunfish.1,redear.sunfish,0.707188332,0.009974732,1.000000119,0.000836611,TRUE,0.710253613,trait affects abundance,340.9865835,0.4,0.090107808,13.507913
29,AR,threespine.stickleback.1,threespine.stickleback,0.931740862,0.001954895,0.833333313,0.002498984,TRUE,0.935779458,trait affects abundance,5.340264849,0.4,0.090107808,13.507913
30,AR,yellowfin.goby.1,yellowfin.goby,0.739710346,0.003565197,1.000000119,0.000836611,TRUE,0.742916592,trait affects abundance,78.77824255,0.4,0.090107808,13.507913
31,AR,Chinook.salmon,Chinook.salmon.1,0.285959894,0.393588781,0.214285731,0.536186695,FALSE,0.287199376,abundance affects trait,33.61079837,0.4,0.090107808,13.507913
32,AR,largemouth.bass,largemouth.bass.1,0.786930728,0.000142653,1.000000119,0.000836611,TRUE,0.790341649,abundance affects trait,198.8652414,0.4,0.090107808,13.507913
33,AR,western.mosquitofish,western.mosquitofish.1,0.197083938,0.414211363,0.928571463,0.001981735,FALSE,0.19793819,abundance affects trait,4.816641747,0.4,0.090107808,13.507913
34,AR,black.crappie,black.crappie.1,0.979363841,3.80E-08,1.000000119,0.000836611,TRUE,0.983608856,abundance affects trait,158.327843,0.4,0.090107808,13.507913
35,AR,Sacramento.pikeminnow,Sacramento.pikeminnow.1,0,0.5,1,1,FALSE,0,abundance affects trait,131.1524049,0.4,0.090107808,13.507913
36,AR,steelhead.trout,steelhead.trout.1,0,0.448597205,-0.645497203,0.042582802,FALSE,0,abundance affects trait,1002.784521,0.4,0.090107808,13.507913
37,AR,green.sunfish,green.sunfish.1,0.984271783,4.01E-09,1,0.000263214,TRUE,0.988538072,abundance affects trait,134.754914,0.4,0.090107808,13.507913
38,AR,Pacific.staghorn.sculpin,Pacific.staghorn.sculpin.1,0.616736395,0.013164554,1.000000119,0.000836611,TRUE,0.619409615,abundance affects trait,52.91990996,0.4,0.090107808,13.507913
39,AR,Sacramento.sucker,Sacramento.sucker.1,0.158872687,0.380377972,0.714285791,0.018741131,FALSE,0.159561315,abundance affects trait,15.22267626,0.4,0.090107808,13.507913
40,AR,striped.bass,striped.bass.1,0.159805446,0.388088608,0.666666687,0.016488671,FALSE,0.160498116,abundance affects trait,110.1624723,0.4,0.090107808,13.507913
41,AR,threadfin.shad,threadfin.shad.1,0.3941368,0.154519187,0.928571463,0.001981735,FALSE,0.395845171,abundance affects trait,69.47557777,0.4,0.090107808,13.507913
42,AR,smallmouth.bass,smallmouth.bass.1,0.98874572,2.17E-13,1,0.000263214,TRUE,0.993031401,abundance affects trait,121.0271936,0.4,0.090107808,13.507913
43,AR,splittail,splittail.1,0.183568154,0.3625968,0.928571463,0.001981735,FALSE,0.184363823,abundance affects trait,35.15822832,0.4,0.090107808,13.507913
44,AR,tule.perch,tule.perch.1,0.834564747,0.002227469,1,0.000263214,TRUE,0.838182136,abundance affects trait,97.49975816,0.4,0.090107808,13.507913
45,AR,Delta.smelt,Delta.smelt.1,0.955699018,5.45E-06,1.000000119,0.000836611,TRUE,0.959841459,abundance affects trait,47.63969951,0.4,0.090107808,13.507913
46,AR,Mississippi.silverside,Mississippi.silverside.1,0.602454847,0.121106844,1.000000119,0.000836611,FALSE,0.605066164,abundance affects trait,35.26638799,0.4,0.090107808,13.507913
47,AR,bluegill,bluegill.1,0.719075173,0.002426156,1,0.000263214,TRUE,0.722191977,abundance affects trait,60.00271743,0.4,0.090107808,13.507913
48,AR,golden.shiner,golden.shiner.1,0.162191954,0.278877693,0.928571463,0.001981735,FALSE,0.162894969,abundance affects trait,61.89830903,0.4,0.090107808,13.507913
49,AR,American.shad,American.shad.1,0.612675365,0.101275595,1.000000119,0.000836611,FALSE,0.615330983,abundance affects trait,30.66968442,0.4,0.090107808,13.507913
50,AR,bigscale.logperch,bigscale.logperch.1,0.305747372,0.16176625,0.777777791,0.004878521,FALSE,0.307072623,abundance affects trait,72.36442577,0.4,0.090107808,13.507913
51,AR,prickly.sculpin,prickly.sculpin.1,0.756178829,0.031868714,1.000000119,0.000836611,TRUE,0.759456457,abundance affects trait,34.41145012,0.4,0.090107808,13.507913
52,AR,hitch,hitch.1,0.326656761,0.476377138,0,1,FALSE,0.328072642,abundance affects trait,190.3879694,0.4,0.090107808,13.507913
53,AR,fathead.minnow,fathead.minnow.1,0.900597121,0.079841552,1.000000119,0.000836611,FALSE,0.904500725,abundance affects trait,8.920136507,0.4,0.090107808,13.507913
54,AR,wakasagi,wakasagi.1,0.961346398,0.000602674,1,0.000263214,TRUE,0.965513317,abundance affects trait,25.5974857,0.4,0.090107808,13.507913
55,AR,hardhead,hardhead.1,0.123982273,0.453918659,0.071428575,0.90153861,FALSE,0.12451967,abundance affects trait,28.31052281,0.4,0.090107808,13.507913
56,AR,lamprey.unknown,lamprey.unknown.1,0.946166704,0.000507298,1,0.000263214,TRUE,0.950267827,abundance affects trait,112.6529186,0.4,0.090107808,13.507913
57,AR,red.shiner,red.shiner.1,0.653548749,0.351574072,0.785714328,0.009374738,FALSE,0.656381531,abundance affects trait,4.750335475,0.4,0.090107808,13.507913
58,AR,redear.sunfish,redear.sunfish.1,0.832605501,0.040384136,0.50000006,0.107762337,FALSE,0.836214398,abundance affects trait,340.9865835,0.4,0.090107808,13.507913
59,AR,threespine.stickleback,threespine.stickleback.1,0.581057089,0.105920239,1.000000119,0.000836611,FALSE,0.583575659,abundance affects trait,5.340264849,0.4,0.090107808,13.507913
60,AR,yellowfin.goby,yellowfin.goby.1,0.288732914,0.250067377,0.714285791,0.018741131,FALSE,0.289984416,abundance affects trait,78.77824255,0.4,0.090107808,13.507913
1,SJ,Chinook.salmon.1,Chinook.salmon,0.330026442,0.062600082,1,0.002666712,FALSE,0.334022146,trait affects abundance,32.06392714,0.631578947,0.092155172,13.62655226
2,SJ,golden.shiner.1,golden.shiner,0.2230302,0.236248813,0.714285731,0.035498142,FALSE,0.225730477,trait affects abundance,73.8254569,0.631578947,0.092155172,13.62655226
3,SJ,largemouth.bass.1,largemouth.bass,0.362548879,0.246141985,0.90476191,0.006863832,FALSE,0.366938339,trait affects abundance,382.8595302,0.631578947,0.092155172,13.62655226
4,SJ,Mississippi.silverside.1,Mississippi.silverside,0.617270463,0.144090958,1,0.002666712,FALSE,0.624743894,trait affects abundance,36.74420769,0.631578947,0.092155172,13.62655226
5,SJ,Sacramento.pikeminnow.1,Sacramento.pikeminnow,0.220089216,0.243436959,1,0.002666712,FALSE,0.222753886,trait affects abundance,96.11162024,0.631578947,0.092155172,13.62655226
6,SJ,Sacramento.sucker.1,Sacramento.sucker,0.616914457,0.119761551,0.99999994,0.008534908,FALSE,0.624383578,trait affects abundance,13.53707722,0.631578947,0.092155172,13.62655226
7,SJ,Delta.smelt.1,Delta.smelt,0.988037608,1.46E-08,1.000000119,0.000836611,TRUE,1,trait affects abundance,40.13848211,0.631578947,0.092155172,13.62655226
8,SJ,hitch.1,hitch,0.545525437,0.038045485,0.90476191,0.006863832,TRUE,0.552130235,trait affects abundance,109.6418411,0.631578947,0.092155172,13.62655226
9,SJ,threadfin.shad.1,threadfin.shad,0.620344962,0.180783118,0.619047642,0.071505427,FALSE,0.627855617,trait affects abundance,79.84082933,0.631578947,0.092155172,13.62655226
10,SJ,green.sunfish.1,green.sunfish,0.828016149,0.123075314,1,0.002666712,FALSE,0.838041126,trait affects abundance,58.39724859,0.631578947,0.092155172,13.62655226
11,SJ,steelhead.trout.1,steelhead.trout,0.884038644,0.055648738,1,0.002666712,FALSE,0.894741898,trait affects abundance,1243.0726,0.631578947,0.092155172,13.62655226
12,SJ,tule.perch.1,tule.perch,0.811424306,0.0034896,1.000000119,0.000836611,TRUE,0.821248401,trait affects abundance,89.00859332,0.631578947,0.092155172,13.62655226
13,SJ,western.mosquitofish.1,western.mosquitofish,0.925398375,1.53E-07,1.000000119,0.000836611,TRUE,0.93660238,trait affects abundance,4.127631566,0.631578947,0.092155172,13.62655226
14,SJ,black.crappie.1,black.crappie,0.693329814,0.021703547,1,0.002666712,TRUE,0.701724113,trait affects abundance,208.6780565,0.631578947,0.092155172,13.62655226
15,SJ,splittail.1,splittail,0.742840142,0.014095783,1,0.002666712,TRUE,0.751833874,trait affects abundance,38.1022874,0.631578947,0.092155172,13.62655226
16,SJ,bluegill.1,bluegill,0.731136257,0.001835601,1,0.002666712,TRUE,0.739988288,trait affects abundance,54.82311879,0.631578947,0.092155172,13.62655226
17,SJ,redear.sunfish.1,redear.sunfish,0.925951789,0.004548517,1.000000119,0.000836611,TRUE,0.937162495,trait affects abundance,211.7504598,0.631578947,0.092155172,13.62655226
18,SJ,Pacific.staghorn.sculpin.1,Pacific.staghorn.sculpin,0.917363797,0.0106621,1,0.002666712,TRUE,0.928470525,trait affects abundance,53.38025854,0.631578947,0.092155172,13.62655226
19,SJ,Sacramento.blackfish.1,Sacramento.blackfish,0.762456039,0.272844828,1,0.002666712,FALSE,0.771687264,trait affects abundance,295.6356367,0.631578947,0.092155172,13.62655226
20,SJ,smallmouth.bass.1,smallmouth.bass,0.899992936,0.253005561,1.000000119,0.000836611,FALSE,0.910889352,trait affects abundance,91.67839272,0.631578947,0.092155172,13.62655226
21,SJ,threespine.stickleback.1,threespine.stickleback,0.823360999,0.083639364,1,0.002666712,FALSE,0.833329614,trait affects abundance,6.017759784,0.631578947,0.092155172,13.62655226
22,SJ,fathead.minnow.1,fathead.minnow,0.970355699,1.61E-07,1,0.002666712,TRUE,0.982104013,trait affects abundance,12.47886041,0.631578947,0.092155172,13.62655226
23,SJ,hardhead.1,hardhead,0.876912108,0.085375866,1,0.002666712,FALSE,0.887529079,trait affects abundance,39.67212885,0.631578947,0.092155172,13.62655226
24,SJ,common.carp.1,common.carp,0.633794211,0.107184831,1,0.002666712,FALSE,0.6414677,trait affects abundance,820.4342505,0.631578947,0.092155172,13.62655226
25,SJ,wakasagi.1,wakasagi,0.924583339,0.089422243,1.000000119,0.000836611,FALSE,0.935777476,trait affects abundance,32.92588379,0.631578947,0.092155172,13.62655226
26,SJ,bigscale.logperch.1,bigscale.logperch,0.09598725,0.3333819,0.845154226,0.019067407,FALSE,0.097149389,trait affects abundance,69.68902428,0.631578947,0.092155172,13.62655226
27,SJ,American.shad.1,American.shad,0.942652343,0.035428159,1,0.002666712,TRUE,0.954065246,trait affects abundance,36.05057926,0.631578947,0.092155172,13.62655226
28,SJ,channel.catfish.1,channel.catfish,0.776096464,0.213178006,1,0.002666712,FALSE,0.785492837,trait affects abundance,108.9221433,0.631578947,0.092155172,13.62655226
29,SJ,prickly.sculpin.1,prickly.sculpin,0.874460575,0.005135578,1.000000119,0.000836611,TRUE,0.885047865,trait affects abundance,49.32884751,0.631578947,0.092155172,13.62655226
30,SJ,goldfish.1,goldfish,0.650775693,0.191431381,1.000000119,0.000836611,FALSE,0.65865478,trait affects abundance,224.9758787,0.631578947,0.092155172,13.62655226
31,SJ,white.crappie.1,white.crappie,0.757738267,0.010119826,1.000000119,0.000836611,TRUE,0.766912373,trait affects abundance,243.8991045,0.631578947,0.092155172,13.62655226
32,SJ,lamprey.unknown.1,lamprey.unknown,0.919150938,0.07017043,1.000000119,0.000836611,FALSE,0.930279304,trait affects abundance,94.64017239,0.631578947,0.092155172,13.62655226
33,SJ,red.shiner.1,red.shiner,0.983002352,0.001272256,0.714285731,0.035498142,TRUE,0.994903781,trait affects abundance,5.455059231,0.631578947,0.092155172,13.62655226
34,SJ,yellowfin.goby.1,yellowfin.goby,0.888804754,0.246808432,1,0.002666712,FALSE,0.899565711,trait affects abundance,99.17664004,0.631578947,0.092155172,13.62655226
35,SJ,striped.bass.1,striped.bass,0.871293269,0.050542397,0.928571463,0.001981735,FALSE,0.881842212,trait affects abundance,111.6428055,0.631578947,0.092155172,13.62655226
36,SJ,spotted.bass.1,spotted.bass,0.968409653,0.375573033,1,0.002666712,FALSE,0.980134405,trait affects abundance,97.23876524,0.631578947,0.092155172,13.62655226
37,SJ,Siberian.prawn.1,Siberian.prawn,0.088765734,0.476735184,0.333333343,0.367520809,FALSE,0.089840441,trait affects abundance,111.6530199,0.631578947,0.092155172,13.62655226
38,SJ,rainwater.killifish.1,rainwater.killifish,0.932198415,0.117155072,1,0.002666712,FALSE,0.94348475,trait affects abundance,3.723360438,0.631578947,0.092155172,13.62655226
39,SJ,Chinook.salmon,Chinook.salmon.1,0.162011594,0.341412436,0.523809552,0.133128524,FALSE,0.163973104,abundance affects trait,32.06392714,0.631578947,0.092155172,13.62655226
40,SJ,golden.shiner,golden.shiner.1,0.068398186,0.493828984,-0.142857149,0.763890624,FALSE,0.069226298,abundance affects trait,73.8254569,0.631578947,0.092155172,13.62655226
41,SJ,largemouth.bass,largemouth.bass.1,0.187806488,0.365916354,0.714285731,0.035498142,FALSE,0.190080303,abundance affects trait,382.8595302,0.631578947,0.092155172,13.62655226
42,SJ,Mississippi.silverside,Mississippi.silverside.1,0.721895329,0.13357935,0.90476191,0.006863832,FALSE,0.730635477,abundance affects trait,36.74420769,0.631578947,0.092155172,13.62655226
43,SJ,Sacramento.pikeminnow,Sacramento.pikeminnow.1,0,0.5,1,1,FALSE,0,abundance affects trait,96.11162024,0.631578947,0.092155172,13.62655226
44,SJ,Sacramento.sucker,Sacramento.sucker.1,0.376182896,0.225723964,0.428571433,0.229556203,FALSE,0.380737427,abundance affects trait,13.53707722,0.631578947,0.092155172,13.62655226
45,SJ,Delta.smelt,Delta.smelt.1,0.928436287,0.07724286,1,0.002666712,FALSE,0.939677073,abundance affects trait,40.13848211,0.631578947,0.092155172,13.62655226
46,SJ,hitch,hitch.1,0.260946225,0.183466515,0.809523821,0.016260982,FALSE,0.264105559,abundance affects trait,109.6418411,0.631578947,0.092155172,13.62655226
47,SJ,threadfin.shad,threadfin.shad.1,0.39067798,0.144986021,1,0.002666712,FALSE,0.395408005,abundance affects trait,79.84082933,0.631578947,0.092155172,13.62655226
48,SJ,green.sunfish,green.sunfish.1,0.980807482,3.86E-06,0.928571463,0.001981735,TRUE,0.992682338,abundance affects trait,58.39724859,0.631578947,0.092155172,13.62655226
49,SJ,steelhead.trout,steelhead.trout.1,0.795393068,0.205665964,0.90476191,0.006863832,FALSE,0.80502307,abundance affects trait,1243.0726,0.631578947,0.092155172,13.62655226
50,SJ,tule.perch,tule.perch.1,0.91345992,3.10E-05,1.000000119,0.000836611,TRUE,0.924519383,abundance affects trait,89.00859332,0.631578947,0.092155172,13.62655226
51,SJ,western.mosquitofish,western.mosquitofish.1,0.355928432,0.201186414,1,0.002666712,FALSE,0.360237737,abundance affects trait,4.127631566,0.631578947,0.092155172,13.62655226
52,SJ,black.crappie,black.crappie.1,0.958305892,5.29E-09,1,0.002666712,TRUE,0.969908315,abundance affects trait,208.6780565,0.631578947,0.092155172,13.62655226
53,SJ,splittail,splittail.1,0.361450365,0.180981901,1,0.002666712,FALSE,0.365826526,abundance affects trait,38.1022874,0.631578947,0.092155172,13.62655226
54,SJ,bluegill,bluegill.1,0.519100261,0.129850303,0.90476191,0.006863832,FALSE,0.525385124,abundance affects trait,54.82311879,0.631578947,0.092155172,13.62655226
55,SJ,redear.sunfish,redear.sunfish.1,0.952510497,2.67E-05,1,0.002666712,TRUE,0.964042754,abundance affects trait,211.7504598,0.631578947,0.092155172,13.62655226
56,SJ,Pacific.staghorn.sculpin,Pacific.staghorn.sculpin.1,0.985930272,8.19E-05,1,0.002666712,TRUE,0.99786715,abundance affects trait,53.38025854,0.631578947,0.092155172,13.62655226
57,SJ,Sacramento.blackfish,Sacramento.blackfish.1,0.927656172,0.001024397,1.000000119,0.000836611,TRUE,0.938887513,abundance affects trait,295.6356367,0.631578947,0.092155172,13.62655226
58,SJ,smallmouth.bass,smallmouth.bass.1,0.979190997,0.002747038,1,0.002666712,TRUE,0.991046282,abundance affects trait,91.67839272,0.631578947,0.092155172,13.62655226
59,SJ,threespine.stickleback,threespine.stickleback.1,0.78256011,0.066958209,1,0.002666712,FALSE,0.79203474,abundance affects trait,6.017759784,0.631578947,0.092155172,13.62655226
60,SJ,fathead.minnow,fathead.minnow.1,0.798403196,0.067279916,0.928571463,0.001981735,FALSE,0.808069641,abundance affects trait,12.47886041,0.631578947,0.092155172,13.62655226
61,SJ,hardhead,hardhead.1,0.968839388,0.000177806,1,0.002666712,TRUE,0.980569343,abundance affects trait,39.67212885,0.631578947,0.092155172,13.62655226
62,SJ,common.carp,common.carp.1,0.932430415,4.06E-07,1.000000119,0.000836611,TRUE,0.943719559,abundance affects trait,820.4342505,0.631578947,0.092155172,13.62655226
63,SJ,wakasagi,wakasagi.1,0.960226788,0.018900506,1,0.002666712,TRUE,0.971852468,abundance affects trait,32.92588379,0.631578947,0.092155172,13.62655226
64,SJ,bigscale.logperch,bigscale.logperch.1,0.150018948,0.285737167,1,0.002666712,FALSE,0.151835261,abundance affects trait,69.68902428,0.631578947,0.092155172,13.62655226
65,SJ,American.shad,American.shad.1,0.891929641,0.067718392,1,0.002666712,FALSE,0.902728433,abundance affects trait,36.05057926,0.631578947,0.092155172,13.62655226
66,SJ,channel.catfish,channel.catfish.1,0.955981426,0.00159624,1.000000119,0.000836611,TRUE,0.967555707,abundance affects trait,108.9221433,0.631578947,0.092155172,13.62655226
67,SJ,prickly.sculpin,prickly.sculpin.1,0.916224468,0.006310641,1,0.002666712,TRUE,0.927317402,abundance affects trait,49.32884751,0.631578947,0.092155172,13.62655226
68,SJ,goldfish,goldfish.1,0.95795981,6.52E-06,1.000000119,0.000836611,TRUE,0.969558044,abundance affects trait,224.9758787,0.631578947,0.092155172,13.62655226
69,SJ,white.crappie,white.crappie.1,0.779002092,0.021404773,1,0.002666712,TRUE,0.788433644,abundance affects trait,243.8991045,0.631578947,0.092155172,13.62655226
70,SJ,lamprey.unknown,lamprey.unknown.1,0.090668684,0.486237807,-0.428571433,0.229556203,FALSE,0.09176643,abundance affects trait,94.64017239,0.631578947,0.092155172,13.62655226
71,SJ,red.shiner,red.shiner.1,0.666646429,0.211726702,1,0.002666712,FALSE,0.674717667,abundance affects trait,5.455059231,0.631578947,0.092155172,13.62655226
72,SJ,yellowfin.goby,yellowfin.goby.1,0.74227799,0.263908208,1,0.002666712,FALSE,0.751264915,abundance affects trait,99.17664004,0.631578947,0.092155172,13.62655226
73,SJ,striped.bass,striped.bass.1,0.860944213,0.02954479,1.000000119,0.000836611,TRUE,0.871367857,abundance affects trait,111.6428055,0.631578947,0.092155172,13.62655226
74,SJ,spotted.bass,spotted.bass.1,0.603112962,0.482645422,0.333333343,0.367520809,FALSE,0.610414985,abundance affects trait,97.23876524,0.631578947,0.092155172,13.62655226
75,SJ,Siberian.prawn,Siberian.prawn.1,0.085808544,0.35023225,0.925820053,0.007680297,FALSE,0.086847447,abundance affects trait,111.6530199,0.631578947,0.092155172,13.62655226
76,SJ,rainwater.killifish,rainwater.killifish.1,0.895380404,0.063868937,1,0.002666712,FALSE,0.906220975,abundance affects trait,3.723360438,0.631578947,0.092155172,13.62655226
1,SR,Chinook.salmon.1,Chinook.salmon,0.404024898,0.238798426,0.928571463,0.001981735,FALSE,0.40854716,trait affects abundance,36.68639001,0.485714286,0.075961788,15.16538623
2,SR,Mississippi.silverside.1,Mississippi.silverside,0.771098485,0.165105651,1.000000119,0.000836611,FALSE,0.779729413,trait affects abundance,35.75019724,0.485714286,0.075961788,15.16538623
3,SR,steelhead.trout.1,steelhead.trout,0.706997491,0.012581238,1,0.000263214,TRUE,0.714910935,trait affects abundance,1087.636974,0.485714286,0.075961788,15.16538623
4,SR,red.shiner.1,red.shiner,0.98563539,1.49E-05,0.571428597,0.063486576,FALSE,0.996667637,trait affects abundance,4.915027627,0.485714286,0.075961788,15.16538623
5,SR,Sacramento.pikeminnow.1,Sacramento.pikeminnow,0.103821471,0.310565017,0.909241259,0.002769589,FALSE,0.104983548,trait affects abundance,137.4640848,0.485714286,0.075961788,15.16538623
6,SR,Delta.smelt.1,Delta.smelt,0.94676706,6.47E-07,1.000000119,0.000836611,TRUE,0.957364252,trait affects abundance,49.10097518,0.485714286,0.075961788,15.16538623
7,SR,Pacific.staghorn.sculpin.1,Pacific.staghorn.sculpin,0.37149883,0.078040772,0.857142925,0.00443399,FALSE,0.375657028,trait affects abundance,50.74823444,0.485714286,0.075961788,15.16538623
8,SR,Sacramento.sucker.1,Sacramento.sucker,0,0.5,1,1,FALSE,0,trait affects abundance,15.95255112,0.485714286,0.075961788,15.16538623
9,SR,tule.perch.1,tule.perch,0.722247172,0.002591398,1.000000119,0.000836611,TRUE,0.730331306,trait affects abundance,104.681237,0.485714286,0.075961788,15.16538623
10,SR,splittail.1,splittail,0.662630026,0.019205558,1,0.000263214,TRUE,0.670046864,trait affects abundance,39.17707342,0.485714286,0.075961788,15.16538623
11,SR,yellowfin.goby.1,yellowfin.goby,0.817535157,0.001048332,1.000000119,0.000836611,TRUE,0.826685852,trait affects abundance,90.73299994,0.485714286,0.075961788,15.16538623
12,SR,common.carp.1,common.carp,0.750178179,0.126403433,1.000000119,0.000836611,FALSE,0.758574946,trait affects abundance,1470.42767,0.485714286,0.075961788,15.16538623
13,SR,striped.bass.1,striped.bass,0.663526247,0.006496872,1.000000119,0.000836611,TRUE,0.670953116,trait affects abundance,122.910787,0.485714286,0.075961788,15.16538623
14,SR,American.shad.1,American.shad,0.887341697,0.007382569,1.000000119,0.000836611,TRUE,0.897273739,trait affects abundance,33.07026972,0.485714286,0.075961788,15.16538623
15,SR,fathead.minnow.1,fathead.minnow,0.934449072,0.025746912,0.888888896,0.001229405,TRUE,0.944908388,trait affects abundance,11.13634284,0.485714286,0.075961788,15.16538623
16,SR,western.mosquitofish.1,western.mosquitofish,0.632357254,0.073375764,1.000000119,0.000836611,FALSE,0.639435247,trait affects abundance,4.687146296,0.485714286,0.075961788,15.16538623
17,SR,prickly.sculpin.1,prickly.sculpin,0.794678657,0.017689038,1.000000119,0.000836611,TRUE,0.803573519,trait affects abundance,33.59431244,0.485714286,0.075961788,15.16538623
18,SR,starry.flounder.1,starry.flounder,0.80109216,0.136072133,1.000000119,0.000836611,FALSE,0.810058808,trait affects abundance,88.72236182,0.485714286,0.075961788,15.16538623
19,SR,bigscale.logperch.1,bigscale.logperch,0.808034661,5.56E-05,1,0.000263214,TRUE,0.817079017,trait affects abundance,72.14343918,0.485714286,0.075961788,15.16538623
20,SR,bluegill.1,bluegill,0.790681684,0.005662308,1,0.000263214,TRUE,0.799531808,trait affects abundance,52.60397957,0.485714286,0.075961788,15.16538623
21,SR,golden.shiner.1,golden.shiner,0.290561215,0.113110838,1,0.000263214,FALSE,0.293813476,trait affects abundance,68.17491775,0.485714286,0.075961788,15.16538623
22,SR,threespine.stickleback.1,threespine.stickleback,0.889141142,0.005134465,1,0.000263214,TRUE,0.899093326,trait affects abundance,5.962300847,0.485714286,0.075961788,15.16538623
